sample,n_galaxies,median_nfw_full_relative_rmse,median_iso_full_relative_rmse,median_nfw_full_weighted_mse,median_iso_full_weighted_mse,fraction_iso_beats_nfw_full,fraction_log_beats_nfw_full,fraction_central_overshoot_after_outer_nfw,median_inner_gap_mean_norm_after_outer_nfw,fraction_nfw_full_shallow_outer
all_ok,165,0.3366517869854396,0.20254382483641828,0.8218284971206967,0.41888596926579613,0.7878787878787878,0.41818181818181815,0.5212121212121212,-0.4488123669479811,0.7212121212121212
primary_quality,131,0.3340210223859662,0.20618468827975261,0.988008971342096,0.47860556261100606,0.8015267175572519,0.4198473282442748,0.5190839694656488,-0.4685041344317726,0.7480916030534351
primary_flat,113,0.3340210223859662,0.2111699179848194,1.0001754681755894,0.47860556261100606,0.8053097345132744,0.39823008849557523,0.504424778761062,-0.4488123669479811,0.7079646017699115
