galaxy,R_kpc,Vobs_kms,e_Vobs_kms,Vbar2_kms2,delta_g_obs,sigma_delta_g,nfw_full_delta_g,nfw_outer_delta_g,iso_full_delta_g,log_full_delta_g,gap_nfw_full,gap_nfw_outer,gap_density_proxy_nfw_outer,is_inner,is_outer
UGC02953,2.92,259.0,8.73,59390.61697999999,2633.692815068496,1928.1582743115557,4540.9301176587815,7897.557634489122,3492.5985541590417,4512.03201347721,-1907.2373025902853,-5263.864819420626,-33670906.258959286,True,False
UGC02953,3.0,260.0,5.19,59689.95347000001,2636.682176666664,1661.8872529778212,4529.085235467954,7838.044288635023,3558.2572797908615,4499.49285152192,-1892.4030588012897,-5201.362111968359,-37358347.38349218,True,False
UGC02953,3.09,262.0,11.0,60035.066419999996,2786.0626472491927,2171.0288591893227,4515.8217825538,7771.984351451175,3629.8498280912904,4485.469340688457,-1729.7591353046078,-4985.921704201983,-31907801.866284825,True,False
UGC02953,3.18,263.0,16.0,60337.92327999999,2777.0681509434,2861.2884647624624,4502.623576576106,7706.851403071311,3699.043221379454,4471.532972047604,-1725.555425632706,-4929.7832521279115,-26946674.045336828,True,False
UGC02953,3.27,264.0,13.1,60601.95433,2781.053721712538,2368.519855493407,4489.49016258417,7642.627123979138,3765.8494477349986,4457.682935861942,-1708.4364408716324,-4861.5734022666,-22831389.501717556,True,False
UGC02953,3.35,266.0,11.8,60799.883630000004,2971.9750358208944,2151.000339224768,4477.87004553525,7586.287267354413,3823.2411444829427,4445.443622475584,-1505.8950097143556,-4614.312231533519,-11061177.198132917,True,False
UGC02953,3.43,267.0,12.7,60958.828030000004,3011.7119446064125,2233.6645799816224,4466.30045195437,7530.639023060267,3878.7718888621953,4433.271335218013,-1454.5885073479576,-4518.927078453855,-1429484.6350995873,True,False
UGC02953,4.21,280.0,5.52,61321.13682,4056.7370973871734,1661.8872529778212,4356.081842407226,7021.973245842266,4326.468516458661,4317.994049747187,-299.3447450200524,-2965.2361484550925,8923286.62721961,True,False
UGC02953,4.29,282.0,2.35,61327.332729999995,4241.647382284384,1661.8872529778212,4345.036209229043,6973.056093750249,4363.25660755535,4306.5088076922475,-103.38882694465974,-2731.408711465865,14958938.191112086,True,False
UGC02953,4.38,283.0,5.1,61299.6552,4289.804748858447,1661.8872529778212,4332.666057611497,6918.701026255393,4402.738440753397,4293.66072391393,-42.86130875305025,-2628.896277396946,24761762.43912498,True,False
UGC02953,4.47,285.0,4.61,61283.325150000004,4461.224798657718,1661.8872529778212,4320.3550081614985,6865.049853287538,4440.243472130002,4280.889074318257,140.86979049621914,-2403.8250546298204,23915813.19773987,True,False
UGC02953,4.8,290.0,10.8,61165.52267,4778.016110416667,1661.8872529778212,4275.713717749687,6674.147039822957,4561.542289634187,4234.702725717688,502.30239266698027,-1896.1309294062894,6901436.475119623,True,False
UGC02953,5.25,296.0,2.85,61285.091570000004,5015.411129523809,1661.8872529778212,4216.07637343071,6427.73102503219,4688.959576904726,4173.304154339083,799.3347560930988,-1412.3198955083808,26084116.47754411,True,False
UGC02953,5.32,298.0,1.92,61316.07863,5166.902513157894,1661.8872529778212,4206.92506309862,6390.762774464114,4705.156859967885,4163.912923780171,959.9774500592739,-1223.8602613062203,24115739.817615062,True,False
UGC02953,5.41,299.0,4.29,61328.162280000004,5189.064273567466,1661.8872529778212,4195.208039020306,6343.750320863421,4724.638292082165,4151.900411009239,993.85623454716,-1154.6860472959543,15841463.186146833,True,False
UGC02953,5.5,300.0,4.92,61313.48734999998,5215.729572727276,1661.8872529778212,4183.545741630363,6297.311482876948,4742.6490480843095,4139.957008889473,1032.1838310969124,-1081.5819101496718,12320184.888597075,True,False
UGC02953,5.58,301.0,2.24,61255.47001999999,5259.055551971327,1661.8872529778212,4173.224905718644,6256.506108895896,4757.459422516931,4129.398189349123,1085.8306462526834,-997.4505569245694,13915480.611440577,True,False
UGC02953,5.67,302.0,4.59,61102.26961999999,5308.947156966492,1661.8872529778212,4161.6649957291,6211.1240925193415,4772.811511625245,4117.583712489158,1147.2821612373918,-902.1769355528495,16646972.583968414,True,False
UGC02953,5.76,303.0,5.07,61023.79921999999,5344.652913194445,1661.8872529778212,4150.1587750322,6166.287851223741,4786.818348410233,4105.836646735421,1194.4941381622457,-821.6349380292959,13445539.71296068,True,False
UGC02953,6.0,306.0,7.89,60796.86783,5473.188695,1661.8872529778212,4119.735324794837,6049.3232344860235,4817.91384573756,4074.836348911115,1353.453370205163,-576.1345394860236,7177178.05471456,True,False
UGC02953,6.18,307.0,4.41,60585.65177000001,5447.143726537215,1661.8872529778212,4097.162674874014,5964.002629590628,4835.626238132584,4051.8916014931983,1349.9810516632015,-516.8589030534131,13301911.163956914,True,False
UGC02953,6.27,308.0,3.2,60485.33322,5483.040953748006,1661.8872529778212,4085.9541108960057,5922.090586436534,4842.792719686945,4040.515854373751,1397.0868428520007,-439.0496326885277,11520916.020478725,True,False
UGC02953,6.36,309.0,6.66,60402.36737000001,5515.508275157231,1661.8872529778212,4074.7969379948067,5880.6664500069,4848.884381678681,4029.203803590981,1440.7113371624241,-365.1581748496692,7928488.638223007,True,False
UGC02953,6.45,310.0,5.83,60338.35388000001,5544.441258914727,1661.8872529778212,4063.6908225443,5839.722238113344,4853.938997363713,4017.954915655157,1480.750436370427,-295.2809791986174,8788474.527913406,True,False
UGC02953,6.53,310.0,3.83,60297.43457,5482.781842266462,1661.8872529778212,4053.8613154683385,5803.723962316606,4857.591291273237,4008.0085031472127,1428.9205267981238,-320.9421200501438,6247675.257846718,True,False
UGC02953,6.61,311.0,2.41,60287.68889999999,5511.847367624812,1661.8872529778212,4044.0716581618894,5768.093331355879,4860.478845409481,3998.1112135515336,1467.7757094629228,-256.2459637310667,3576915.110068397,True,False
UGC02953,6.7,312.0,1.25,60318.80126999999,5526.149064179106,1661.8872529778212,4033.105641833348,5728.441753302546,4862.8442418128725,3987.0350281331675,1493.0434223457582,-202.29268912344014,3137221.7268858226,True,False
UGC02953,6.79,312.0,3.61,60397.57890000001,5441.2991310751095,1661.8872529778212,4022.1894477122055,5689.241429665447,4864.307968694202,3976.020043088451,1419.109683362904,-247.9422985903375,2737303.310045699,True,False
UGC02953,6.87,313.0,13.8,60348.34908,5476.077280931587,1661.8872529778212,4012.527730976914,5654.769692086202,4864.879483603004,3966.27991431138,1463.5495499546728,-178.692411154615,2391694.5124273943,True,False
UGC02953,6.96,313.0,4.58,60414.14148,5395.813005747127,1661.8872529778212,4001.704773296443,5616.402172068989,4864.731723713864,3955.3791543437637,1394.1082324506842,-220.58916632186174,4060934.5819530636,True,False
UGC02953,7.05,314.0,3.05,60461.0797,5409.208553191489,1661.8872529778212,3990.930719330657,5578.465465286102,4863.777772477425,3944.53814854756,1418.2778338608318,-169.25691209461274,4528098.639941439,True,False
UGC02953,7.2,315.0,1.38,60448.77517,5385.586781944444,1661.8872529778212,3973.081789221083,5516.176589245671,4860.481241363178,3926.6012642003147,1412.5049927233608,-130.58980730122676,4020540.2079941356,True,False
UGC02953,7.39,316.0,0.75,60227.127830000005,5362.499617050067,1661.8872529778212,3950.664672982703,5438.920516924413,4853.434077728,3904.11404852699,1411.8349440673642,-76.4208998743461,10916156.487585178,True,False
UGC02953,7.47,316.0,8.57,60037.40656999999,5330.467661311915,1661.8872529778212,3941.289295049764,5406.927814652837,4849.566588023465,3894.7226168851917,1389.1783662621515,-76.46015334092135,11151793.267027222,True,False
UGC02953,7.99,318.0,1.36,58663.34142999999,5314.225102628286,1661.8872529778212,3881.2484070227774,5206.378333103915,4812.9314089172285,3834.762681696264,1432.9766956055082,107.84676952437076,8722595.268874105,False,True
UGC02953,8.08,318.0,16.0,58486.807579999986,5276.880250000002,1661.8872529778212,3871.0123823968834,5172.920502068922,4804.782704435371,3824.5719206065664,1405.8678676031186,103.95974793107962,10147288.188090676,False,True
UGC02953,8.16,318.0,5.5,58310.78405000001,5246.7176409313715,1661.8872529778212,3861.951639493013,5143.478646992975,4797.14127422597,3815.5588295334946,1384.7660014383587,103.23899393839656,6391334.294689772,False,True
UGC02953,8.25,319.0,2.94,58227.52267000001,5276.785130909089,1661.8872529778212,3851.800735717412,5110.687481742271,4788.116398462053,3805.469745873726,1424.9843951916773,166.09764916681797,2090133.6123114808,False,True
UGC02953,8.34,319.0,1.74,58142.74153,5230.007010791367,1661.8872529778212,3841.6944900983017,5078.241693650599,4778.658194429513,3795.4338765250504,1388.3125206930654,151.76531714076827,-328641.67262655846,False,True
UGC02953,8.4,319.0,2.2,58079.176380000004,5200.217097619047,1661.8872529778212,3834.9816657251404,5056.800518764825,4772.122006277171,3788.772652922229,1365.235431893907,143.41657885422228,-1981996.277574667,False,True
UGC02953,9.59,319.0,3.23,55973.03731999999,4774.552938477582,1661.8872529778212,3705.799029887405,4660.682471710985,4612.442601989361,3661.326493718292,1068.7539085901767,113.87046676659702,-2188775.0989360358,False,True
UGC02953,10.8,317.0,4.08,53535.349449999994,4347.560236111111,1661.8872529778212,3581.750423818141,4307.963204523977,4414.076646738005,3540.239025185434,765.8098122929705,39.59703158713455,-2429701.4519841876,False,True
UGC02953,12.02,312.0,2.62,52515.81763,3729.46608735441,1661.8872529778212,3463.557019918965,3994.881235707707,4200.622085048924,3425.9979451752934,265.90906743544474,-265.41514835329735,-2263734.1002611914,False,True
UGC02953,13.22,308.0,0.76,51019.65465000001,3316.5162897125556,1661.8872529778212,3353.5296369554458,3721.9478641243745,3990.692680085822,3320.60104673856,-37.01334724289018,-405.43157441181893,-1638735.0676444306,False,True
UGC02953,14.42,303.0,1.86,48220.84003,3022.7572794729545,1661.8872529778212,3249.222128028506,3478.4485298929703,3787.917397616063,3221.4954335825855,-226.46484855555173,-455.6912504200159,-744551.6383481112,False,True
UGC02953,15.63,298.0,1.34,44173.994920000005,2855.4065950095965,1661.8872529778212,3149.4188457946793,3258.3873014260544,3594.313296597735,3127.3788463374167,-294.01225078508287,-402.9807064164579,108536.66554337567,False,True
UGC02953,16.83,296.0,1.41,40375.14478000001,2806.94326916221,1661.8872529778212,3055.3927890360424,3061.876568173497,3414.597750944548,3039.3184308486802,-248.4495198738323,-254.9332990112871,761361.0400652474,False,True
UGC02953,18.03,294.0,1.15,37868.861600000004,2693.684880754298,1661.8872529778212,2965.9571828619924,2884.1048105001187,3247.4511154947204,2956.081391666946,-272.2723021076945,-190.4199297458208,1018410.4981650064,False,True
UGC02953,19.23,294.0,0.59,35668.65277,2640.0076562662507,1661.8872529778212,2880.8015128944116,2722.6595555424637,3092.5542583166753,2877.282002838096,-240.79385662816094,-82.65189927621304,899052.7861345947,False,True
UGC02953,20.43,294.0,0.5,33582.40062,2587.0582173274597,1661.8872529778212,2799.6419764396715,2575.514729751178,2949.2516047953122,2802.574599249462,-212.58375911221174,11.543487576281677,697824.7526900943,False,True
UGC02953,21.64,292.0,1.21,31693.3208,2475.5397042513864,1661.8872529778212,2721.5885274439433,2439.8846986698363,2815.672274433648,2731.0725361440104,-246.04882319255694,35.655005581550085,429949.22890607145,False,True
UGC02953,22.84,290.0,1.21,29952.387580000002,2370.736095446585,1661.8872529778212,2647.691365276418,2316.544890379648,2693.160223525057,2663.675835256067,-276.955269829833,54.19120506693662,89145.75226392446,False,True
UGC02953,24.04,287.0,0.81,28275.275429999998,2250.15493219634,1661.8872529778212,2577.0713410924704,2203.0790305443184,2579.72061283117,2599.5254200377826,-326.91640889613063,47.07590165202146,-121864.70816954727,False,True
UGC02953,25.24,283.0,1.08,26656.001169999996,2116.9967840729005,1661.8872529778212,2509.527030632214,2098.416074682402,2474.548623490181,2538.3922613415825,-392.5302465593136,18.58070939049867,-220337.2225816563,False,True
UGC02953,26.44,279.0,1.87,25198.61342,1991.01310816944,1661.8872529778212,2444.8727684881073,2001.6301430058816,2376.896858312975,2480.068379357581,-453.85966031866724,-10.617034836441462,-248944.11912091819,False,True
UGC02953,27.65,276.0,1.55,23936.82437,1889.3011077757685,1661.8872529778212,2382.431995631413,1911.1971889391061,2285.351074585041,2423.910791666425,-493.13088785564446,-21.896081163337612,-163876.1483897799,False,True
UGC02953,28.85,273.0,1.9,22810.562380000003,1792.6668152512996,1661.8872529778212,2323.0772853841245,1827.906062316006,2200.799204541783,2370.6739248900158,-530.4104701328249,-35.23924706470643,-75054.25692996524,False,True
UGC02953,30.05,271.0,1.12,21791.344520000002,1718.790531780366,1661.8872529778212,2266.1349032332178,1750.3673040220165,2121.8968918567393,2319.725306030124,-547.3443714528516,-31.57677224165036,-13601.90497642148,False,True
UGC02953,31.25,270.0,1.41,20918.19142,1663.41787456,1661.8872529778212,2211.4689462042766,1678.041345103677,2048.1400955049944,2270.9205074533975,-548.0510716442766,-14.623470543677058,66616.61822545601,False,True
UGC02953,32.34,268.0,1.76,20222.311319999997,1595.5995262832405,1661.8872529778212,2163.68084733902,1616.4620599703624,1985.2226733873683,2228.33597454671,-568.0813210557797,-20.862533687121868,113693.72334256729,False,True
UGC02953,33.55,267.0,1.81,19516.75242,1543.1370366616989,1661.8872529778212,2112.602562429954,1552.2952588771082,1919.542142706714,2182.8956111505354,-569.4655257682552,-9.158222215409296,116888.93368681242,False,True
UGC02953,34.75,266.0,2.18,18830.9595,1494.2457697841728,1661.8872529778212,2063.887494180652,1492.6464126108087,1858.3725413130007,2139.624840380997,-569.6417243964793,1.5993571733640692,158354.2969452446,False,True
UGC02953,35.95,265.0,3.01,18160.72623,1448.2412731571626,1661.8872529778212,2017.0029176824555,1436.630727115935,1800.8230850807413,2098.0362076746296,-568.7616445252929,11.610546041227508,220057.19404110344,False,True
UGC02953,37.15,264.0,2.04,17531.481849999996,1404.1593041722747,1661.8872529778212,1971.8534880242555,1383.9471745170072,1746.5966754783315,2058.0334943582952,-567.6941838519808,20.212129655267518,250441.337624366,False,True
UGC02953,38.35,264.0,1.58,16959.42747,1375.1387882659715,1661.8872529778212,1928.3501895699535,1334.326050957854,1695.425926120858,2019.5276827652724,-553.211401303982,40.81273730811745,273768.96594258497,False,True
UGC02953,39.56,264.0,3.23,16443.32103,1346.1243420121334,1661.8872529778212,1886.0666682192987,1287.1462894435397,1646.6780865550288,1982.1329234376387,-539.9423262071653,58.97805256859374,297674.37673692964,False,True
UGC02953,40.76,264.0,2.94,16002.90203,1317.2987725711482,1661.8872529778212,1845.623469473742,1242.968105888468,1600.939967161486,1946.3902746706524,-528.3246969025938,74.3306666826802,261482.47345158525,False,True
UGC02953,41.96,264.0,1.62,15580.386649999997,1289.6952657292659,1661.8872529778212,1806.591889515331,1201.193356821963,1557.6007984125608,1911.9138456433534,-516.8966237860652,88.50190890730278,168789.03341585342,False,True
UGC02953,43.16,264.0,2.15,15150.547729999998,1263.7963917979612,1661.8872529778212,1768.9036322388208,1161.6439720806618,1516.4826375839168,1878.6375217581683,-505.10724044085964,102.15241971729938,82518.95740772376,False,True
UGC02953,44.36,262.0,4.45,14732.588279999998,1215.3158638412986,1661.8872529778212,1732.4946144194053,1124.1584773449695,1477.4240642912355,1846.4997125011748,-517.1787505781067,91.15738649632908,22674.952112811083,False,True
UGC02953,45.57,260.0,7.43,14370.340150000002,1168.0855793285054,1661.8872529778212,1697.0163613444329,1088.3014084979818,1439.9765013425283,1815.1885533895895,-528.9307820159274,79.78417083052364,22267.01705051861,False,True
UGC02953,46.77,258.0,7.22,14040.60277,1123.0146938208252,1661.8872529778212,1662.9983367342952,1054.5309634094333,1404.6245208011267,1785.1675801324554,-539.98364291347,68.48373041139189,107440.55924694499,False,True
UGC02953,47.97,257.0,5.37,13702.03465,1091.2438055034397,1661.8872529778212,1630.0891353554694,1022.4212225646455,1370.9292172822677,1756.1234702854558,-538.8453298520296,68.8225829387942,255452.38635755784,False,True
UGC02953,49.17,258.0,5.43,13367.786119999997,1081.8835444376653,1661.8872529778212,1598.238663854288,991.8608746904391,1338.7794856341602,1728.009307391685,-516.3551194166228,90.02266974722613,398227.82554245245,False,True
UGC02953,50.37,260.0,6.47,13062.189670000002,1082.7439017272186,1661.8872529778212,1567.3997151627543,962.7480051625917,1308.073683116541,1700.7811320373758,-484.6558134355357,119.99589656462695,483614.81185592286,False,True
UGC02953,51.58,263.0,5.75,12775.193,1093.3270065917022,1661.8872529778212,1537.2827768789882,934.7632625764262,1278.4794781705953,1674.1812892569214,-443.955770287286,158.56374401527603,488792.42401982995,False,True
UGC02953,52.78,265.0,5.54,12470.43753,1094.2508993937097,1661.8872529778212,1508.3433445029912,908.2827722180103,1250.3999900133756,1648.6104742140844,-414.09244510928147,185.96812717569935,393347.56901910796,False,True
UGC02953,53.98,266.0,4.43,12167.531079999999,1085.3736369025567,1661.8872529778212,1480.2888749555923,882.9907914861752,1223.5066228782416,1623.8090261634118,-394.91523805303564,202.38284541638143,313345.3223132186,False,True
UGC02953,55.18,266.0,4.71,11889.09643,1066.815940014498,1661.8872529778212,1453.0818652211326,858.81457049461,1197.7271000500675,1599.7427370024611,-386.2659252066346,208.00136951988793,300001.9743491288,False,True
UGC02953,57.59,262.0,5.28,11393.6822,994.1017155756208,1661.8872529778212,1400.8599254011579,813.365429670107,1149.05425856724,1553.5023055142647,-406.75820982553705,180.7362859055138,166651.8071515046,False,True
UGC02953,59.99,263.0,4.7,10880.870169999998,971.6307689614937,1661.8872529778212,1351.848253242055,771.832305626474,1104.3094230308243,1510.0359510636245,-380.2174842805614,199.79846333501973,20442.096703495412,False,True
UGC02953,62.39,272.0,5.04,10437.57557,1018.5354132072447,1661.8872529778212,1305.588492888215,733.6075539932359,1062.8759424895916,1468.935734429703,-287.0530796809702,284.9278592140088,-45754.37366461254,False,True
UGC03205,0.28,107.0,30.2,5946.600169999998,19651.42796428572,23171.7970626691,7987.606373858461,4319.297899967638,1516.4035725533872,10816.492564939477,11663.821590427258,15332.13006431808,-42225827.2779537,True,False
UGC03205,0.55,121.0,15.6,14811.552279999996,-310.0950545454477,6991.856477359928,7666.105787476924,4232.852261092255,2861.518473669503,9983.42644434925,-7976.200842022372,-4542.947315637703,-48064892.98482522,True,False
UGC03205,0.83,134.0,8.69,19054.453729999997,-1323.4382289156597,3007.204106323366,7355.071273353045,4146.242007168405,4044.0899382738107,9245.02053434684,-8678.509502268706,-5469.680236084065,57331474.9183402,True,False
UGC03205,1.39,157.0,12.5,22293.74278,1694.4296546762587,2959.6739331626227,6793.078336559585,3981.7151836586327,5623.7230944409475,8053.67046933314,-5098.648681883326,-2287.2855289823738,207180449.16666448,True,False
UGC03205,1.65,168.0,11.7,23540.746669999997,2838.3353515151534,2531.405593932299,6556.196880446183,3909.0256238399184,6025.744882046931,7599.023183089591,-3717.8615289310296,-1070.690272324765,165663562.5473834,True,False
UGC03205,3.04,207.0,8.04,23718.9732,6292.77197368421,1302.1249212421299,5495.204177881189,3555.6210248149087,6157.648193754076,5837.31076846116,797.567795803021,2737.1509488693014,65922764.55763234,True,False
UGC03205,3.32,213.0,6.53,23352.992179999997,6631.327656626507,1081.1602288213503,5315.979550520965,3490.8964373819736,5995.419465650498,5576.868837371684,1315.3481061055418,3140.431219244533,67488818.65625231,True,False
UGC03205,3.59,218.0,11.2,23304.72548,6746.3160222841225,1512.716114857396,5152.208749253469,3430.333838203658,5821.489975987506,5346.830489160994,1594.1072730306532,3315.9821840804643,46579509.76298046,True,False
UGC03205,3.87,222.0,6.05,23563.03778,6646.243467700258,941.9287690165789,4991.076066600586,3369.3669623684004,5632.1249497409135,5127.494798890055,1655.1674010996721,3276.876505331858,25166913.55773575,True,False
UGC03205,4.15,226.0,5.41,24337.274129999998,6443.066474698795,851.9864620281062,4838.173077117248,3310.1950854944384,5440.0041072064305,4925.445026242057,1604.893397581547,3132.8713892043565,17571643.19177666,True,False
UGC03205,4.43,229.0,5.96,25240.412849999997,6140.087392776525,854.4040156374716,4692.918061247644,3252.7442105521122,5249.481306990703,4738.715178243953,1447.1693315288812,2887.343182224413,11729186.852708764,True,False
UGC03205,4.7,232.0,7.41,25962.103580000003,5928.063068085105,928.9872340425533,4559.597981279047,3198.9094428449544,5069.9359226520855,4571.590226124931,1368.465086806058,2729.153625240151,7067503.283284632,True,False
UGC03205,4.97,234.0,6.1,26469.40163,5691.468484909457,795.861304222631,4432.4631052011255,3146.550150481563,4896.111182461961,4415.852008542129,1259.005379708332,2544.9183344278945,3468409.02022945,True,False
UGC03205,5.25,235.0,3.89,26915.319349999998,5392.320123809524,630.7949834944901,4306.727870409635,3093.749551798956,4722.902327243419,4265.170966206054,1085.5922533998892,2298.5705720105684,-70349.12096380339,True,False
UGC03205,5.52,236.0,9.03,27576.45413,5094.120628623189,922.3330996857305,4190.9975756319145,3044.2236512053987,4563.192323479699,4129.3001178701725,903.1230529912746,2049.8969774177904,-3349271.269168669,True,False
UGC03205,5.8,237.0,10.0,28333.068049999994,4799.298612068967,949.9200698976791,4076.337339076118,2994.2485283383608,4405.35104329392,3997.2480491573015,722.9612729928485,1805.0500837306058,-5846020.304809245,True,False
UGC03205,6.08,237.0,7.36,29010.27172,4466.89609868421,736.6144585656565,3966.791807243863,2945.6301046457074,4255.407688403253,3873.380119228478,500.1042914403474,1521.2659940385029,-6942983.980244074,True,False
UGC03205,6.36,237.0,10.2,29639.97973,4171.229602201258,879.135877488051,3862.045060991422,2898.31683092011,4113.181618638014,3756.958358804573,309.18454120983597,1272.9127712811478,-7468609.125135773,True,False
UGC03205,6.63,236.0,10.4,29992.47273,3876.851775263952,851.2378552557245,3765.3114426447714,2853.8834743564457,3983.084547371296,3651.1359175914345,111.54033261918039,1022.9683009075061,-7341001.247015738,True,False
UGC03205,6.91,236.0,5.83,30206.433879999997,3688.7939392185244,566.5714659658487,3669.164445811835,2808.993345500628,3855.1554127286304,3547.5121094710207,19.629493406689562,879.8005937178964,-6016727.269945753,True,False
UGC03205,7.19,235.0,5.43,30274.284269999996,3470.1969026425595,522.9506845401075,3577.0167939908465,2765.2697696523123,3733.979898287337,3449.60791826023,-106.819891348287,704.9271329902472,-20065631.83504566,False,True
UGC03205,7.27,234.0,8.36,30256.17553,3369.9896107290233,656.8437100902307,3551.3907913031967,2752.9855975397068,3700.546279421106,3422.6200831862957,-181.4011805741734,617.0040131893165,-20375955.522458192,False,True
UGC03205,7.46,234.0,7.88,30192.57413,3292.684432975871,615.6845757466325,3491.7320408654105,2724.172840818336,3623.176684273743,3360.1855053546437,-199.04760788953945,568.5115921575348,-9640865.732474484,False,True
UGC03205,8.02,231.0,8.17,29957.517630000002,2918.13994638404,576.3464408675434,3325.202847141447,2642.1117599913846,3410.8216735228507,3188.742278928794,-407.0629007574071,276.02818639265524,-6499505.043391929,False,True
UGC03205,8.29,229.0,5.82,29782.04492,2733.2877056694815,451.0291275817958,3249.547353266555,2604.007704720206,3316.18129905164,3112.182981772766,-516.2596475970736,129.2800009492753,-8300909.321354141,False,True
UGC03205,8.56,228.0,7.21,29581.05743,2617.166188084112,489.6129145525088,3176.694323735729,2566.810826038239,3226.165751745223,3039.2137517786523,-559.528135651617,50.35536204587288,-8363921.53278994,False,True
UGC03205,8.84,226.0,18.2,29282.08758,2465.3747081447964,974.3986382535749,3103.9493901005403,2529.1621784440563,3137.3967765017414,2967.0703282776617,-638.5746819557439,-63.787470299259894,-8424264.29363296,False,True
UGC03205,9.12,224.0,9.11,28981.63342,2323.9437039473687,525.2973960175799,3033.9139532039617,2492.4244157564344,3052.996512289317,2898.2725017372486,-709.970249256593,-168.48071180906572,-6117008.510630062,False,True
UGC03205,9.69,221.0,5.56,28237.497769999998,2126.26442002064,357.5373004408423,2899.142852104176,2420.3247050734262,2893.539047676784,2767.6336643956042,-772.8784320835362,-294.0602850527862,-741540.1952632946,False,True
UGC03205,12.11,216.0,3.21,24371.48957,1840.1742716763006,224.09940586996913,2423.2891311458293,2149.574354335648,2361.4782943028163,2323.0683387595636,-583.1148594695287,-309.4000826593474,58804.76053708098,False,True
UGC03205,14.58,220.0,1.89,21027.70603,1877.3864176954733,175.50740185369418,2056.97816623499,1921.4183843753842,1983.2485309877852,1995.8507560437768,-179.59174853951686,-44.031966679910965,5089899.546949868,False,True
UGC03205,14.68,220.0,7.66,20903.338479999995,1873.069585831063,282.6441642252604,2044.0875571194936,1913.0343333356304,1970.4009952584342,1984.533629923147,-171.01797128843054,-39.96474750456741,4637346.753935242,False,True
UGC03205,15.2,221.0,9.52,20319.0298,1876.445407894737,320.07458383074055,1979.1391823123693,1870.397324018764,1906.1240627446978,1927.6942173219918,-102.69377441763231,6.048083875972907,1019667.4401985975,False,True
UGC03205,15.5,221.0,13.6,20040.329530000003,1858.1077722580644,418.6004810268628,1943.1905934686386,1846.5093146536794,1870.8682537543077,1896.3592217782757,-85.08282121057414,11.598457604384976,916193.7747766613,False,True
UGC03205,15.71,221.0,8.15,19877.08365,1843.6611298535963,277.02297656294877,1918.6577482444404,1830.0864634702227,1846.937295847108,1875.0240387603092,-74.9966183908441,13.574666383373597,708817.7157625933,False,True
UGC03205,16.02,221.0,4.11,19620.997330000002,1823.9702041198502,189.98972512558524,1883.3572868554693,1806.2808602484617,1812.6841254017208,1844.392312849749,-59.38708273561906,17.689343871388473,217770.17645800675,False,True
UGC03205,16.32,221.0,5.37,19374.4588,1805.5478676470589,208.6691743580181,1850.195809382715,1783.7268595912815,1780.6985525169953,1815.686812090404,-44.647941735656104,21.821008055777384,232361.998135244,False,True
UGC03205,16.53,221.0,5.06,19234.099179999997,1791.1010780399274,200.32905329554274,1827.546844622279,1768.214676364223,1758.9581365557929,1796.1188795786009,-36.44576658235155,22.88640167570452,-89743.48338775487,False,True
UGC03205,16.84,221.0,11.4,19018.24117,1770.9476739904987,332.50505420986303,1794.9310973768224,1745.719752215918,1727.798908779689,1767.9916720980066,-23.983423386323693,25.227921774580636,-2719159.854092985,False,True
UGC03205,16.94,221.0,2.56,18965.8387,1763.5868536009443,158.8818132154742,1784.6124037575387,1738.5640594014972,1717.977029534091,1759.105357255074,-21.025550156594363,25.022794199447162,-3246447.8255720306,False,True
UGC03205,19.4,218.0,1.7,17394.55107,1553.0643778350516,135.87607790749388,1558.3377804540419,1576.6953148320608,1506.7364318605382,1565.5347944544856,-5.273402618990303,-23.630936997009258,-124704.80490836233,False,True
UGC03205,21.77,216.0,1.13,16177.284920000002,1400.0328470372071,135.87607790749388,1381.4366800301523,1442.9722627722142,1346.6239330827032,1415.4754509583338,18.596167007054873,-42.93941573500706,-167084.22323259155,False,True
UGC03205,24.23,215.0,1.77,14825.18197,1295.9066458935206,135.87607790749388,1229.9812037213867,1322.8508866509342,1212.5363646697176,1287.3906951401418,65.9254421721339,-26.94424075741358,-102767.2225553383,False,True
UGC03205,26.69,212.0,2.47,13602.367619999997,1174.2837159985013,135.87607790749388,1103.7675913138414,1218.3309643983353,1102.5434778914928,1180.5629069491038,70.51612468465987,-44.04724839983396,231259.70724287545,False,True
UGC03205,29.06,208.0,1.44,12446.284329999999,1060.4857422573987,135.87607790749388,1000.8937136407794,1129.8626270988116,1013.8176821600374,1093.1702554661604,59.592028616619245,-69.3768848414129,454725.8638291358,False,True
UGC03205,31.52,209.0,2.88,11367.89907,1025.161831535533,135.87607790749388,909.5995194713031,1048.656837602277,935.5846698383754,1015.1674492059228,115.56231206423001,-23.495006066743827,343786.6275964978,False,True
UGC03205,36.34,220.0,4.09,9648.25203,1066.366207209686,135.87607790749388,765.502058025703,914.7553768493578,812.579520431001,890.6471803995229,300.86414918398305,151.61083036032824,73570.48722246171,False,True
UGC03205,40.04,220.0,6.32,8508.69328,996.2863816183816,135.87607790749388,678.2480756948717,829.8708110752076,738.0204492780595,814.0023753851439,318.03830592350994,166.415570543174,-16627.491734945943,False,True
UGC03546,0.63,262.0,73.6,109495.29541999998,-64843.32606349203,61458.44820799697,1169.9565551446588,2370.892614901555,130.69666591516213,1169.3891379210902,-66013.28261863669,-67214.21867839359,34716451.97511996,True,False
