r,target_delta_g,nfw_full_delta_g,nfw_outer_delta_g,cored_isothermal_full_delta_g,gap_full_delta_g,gap_outer_delta_g,target_speed,nfw_outer_speed,target_slope,nfw_outer_slope,target_density_proxy,nfw_outer_density_proxy,gap_outer_density_proxy
11.357990867579911,2689.369662712945,2005.0773030702076,2696.088799760258,2667.0507303234826,684.2923596427372,-6.719137047313325,174.773670982331,174.99186257041066,-0.5602004280933102,-0.6425216874636419,0.0006306502242775092,0.0005961042896489093,3.454593462859798e-05
11.539269406392696,2665.3629752539728,1996.3832421667744,2668.673592027908,2640.566497037987,668.9797330871984,-3.3106167739351804,175.3748597641064,175.48374151509233,-0.5722933920758067,-0.6484171809239285,0.0006100451058250594,0.0005782551105965518,3.178999522851035e-05
11.720547945205482,2641.4478290336015,1987.7521437350547,2641.71680880919,2614.369842621567,653.6956852985468,-0.2689797755883774,175.95231150782664,175.9612699297869,-0.5840955200958433,-0.654236732732727,0.0005903098219740671,0.0005611378321094063,2.9171989864666457e-05
11.901826484018267,2617.6409295523854,1979.1833636596803,2615.2077293029392,2588.469680134656,638.4575658927051,2.433200249446145,176.506963434865,176.42490927821672,-0.5956121553851972,-0.6599818816396805,0.000571402415073777,0.0005447139747434434,2.6688440330325678e-05
12.083105022831052,2593.957504946028,1970.6762663603115,2589.1359550230995,2562.8733951476647,623.2812385857167,4.821549922928625,177.03971576181334,176.87510187398362,-0.6068486067741787,-0.6656541242458047,0.0005532831272760389,0.0005289475429426227,2.433558433341008e-05
12.264383561643838,2570.411407901107,1962.230224652656,2563.4913979653916,2537.587000350515,608.1811832484509,6.92000993571537,177.55143316156062,177.3122718866975,-0.6178101462985524,-0.6712549164508914,0.0005359142781111319,0.0005138048342804722,2.2109443830660742e-05
12.445662100456623,2547.0152109102514,1953.8446196121886,2538.2642692865334,2512.615275811166,593.1705912980628,8.750941623718063,178.04294616668264,177.73682628313873,-0.6285020069132088,-0.6767856748415397,0.000519260149198742,0.0004992542657122511,2.0005883486491867e-05
12.626940639269408,2523.780295298946,1945.5188404404905,2513.4450684703984,2487.961896168789,578.2614548584554,10.335226828547547,178.51505251742108,178.1491557084685,-0.6389293803121063,-0.6822477780218605,0.0005032868756624647,0.00048526621511030016,1.802066055216737e-05
12.808219178082194,2500.716934427799,1937.2522843341594,2489.024572957067,2463.6295459387898,563.4646500936396,11.692361470732067,178.96851845643982,178.54963531205138,-0.6490974148527471,-0.6876425678910323,0.00048796234384311944,0.0004718128765517528,1.614946729136591e-05
12.989497716894979,2477.834371447766,1929.0443563562033,2464.9938282119674,2439.6200240061135,548.7900150915627,12.840543235798577,179.40407997245956,178.93862552204754,-0.6590112135864956,-0.692971350869243,0.000473256094931365,0.00045886812799980257,1.4387966931562951e-05
13.170776255707764,2455.1408919611504,1920.8944693099327,2441.344138213624,2415.9343382899297,534.2464226512177,13.796753747526509,179.8224439947892,179.31647277256857,-0.6686758323929212,-0.6982353990742922,0.00045913923416374906,0.00044640741017002014,1.2731823993730546e-05
13.35205479452055,2432.643891918214,1912.8020436151965,2418.0670563397216,2392.5727914766953,519.8418483030177,14.576835578492592,180.2242895406935,179.6835101868643,-0.6780962782157189,-0.7034359514512403,0.0004455843452484088,0.0004344076155054768,1.1176729742932876e-05
