R_over_Rdisk,mode_1,mode_2,mode_3,mode_4,mode_5,mode_6
0.25,-1.0,1.0,-0.3608299964508188,-0.23563175299098899,-1.0,-0.08013343209061735
0.262506042179075,-0.9824704535069078,0.983477298559472,-0.3800025305059558,-0.23708864515909436,-0.9559620573696659,-0.08090869384737054
0.2756376887220892,-0.9577397679039744,0.9628096836282071,-0.41115741453682725,-0.24023630725845294,-0.8922921096376039,-0.08095876545103844
0.289426234967294,-0.9242690887352198,0.9386198705404821,-0.45612275896155685,-0.24629312935957642,-0.8065854799144285,-0.07866944590054029
0.30390454177622145,-0.8878840375257482,0.9153146415116231,-0.5127323060592709,-0.25555857445380425,-0.7145656119007583,-0.07113554831233794
0.319107113847685,-0.8483301327284566,0.8948891123742809,-0.5781554600443928,-0.2683187359452667,-0.6191335855630573,-0.054265956424466834
0.33507018194937316,-0.8064024175750041,0.8840927432570863,-0.648394132837027,-0.2830706056904398,-0.5274956368841247,-0.022489084599012343
0.35183178926300995,-0.7629856934332452,0.8680011796182887,-0.7194604074457503,-0.3021498714521514,-0.4437411524729528,0.028454920342777797
0.36943188204886046,-0.7196668690618419,0.8460509741516342,-0.787667403695983,-0.3252505078697623,-0.3721998920550325,0.09671219101643601
0.3879124048456529,-0.6758670913999496,0.8179428878639607,-0.8482626763453958,-0.3535094695920128,-0.3102378920666401,0.18695075832555658
0.40731740043279757,-0.6322046399068948,0.781854449755116,-0.8988824059747049,-0.3872920794233321,-0.25946197307878294,0.28390233574110485
0.4276931147931326,-0.5884605505766984,0.7349534178277477,-0.9387122391375458,-0.4280873968710299,-0.21763235333910824,0.3814364474086361
0.4490881073263442,-0.5447850744952849,0.6886301697213262,-0.9678687874075568,-0.47365353311683644,-0.18315420901888058,0.47160217607130056
0.4715533665757211,-0.5011452677055933,0.6412847110591632,-0.9868460760516029,-0.5230301428107742,-0.15619605938085568,0.550600526907621
0.49514243174404426,-0.45772522510394853,0.5969984056871078,-0.9971256749420551,-0.5747809376254112,-0.1364240970388449,0.6146680553445443
0.5199115202882074,-0.41448225645977355,0.5574992651965052,-1.0,-0.6278293594325549,-0.12434439757174365,0.6749841999542779
0.5459196618966528,-0.37185069478244726,0.5209123446957025,-0.9966415310942989,-0.680356137530815,-0.11947861918953262,0.720474101553555
0.5732288391689164,-0.3306524436623077,0.4875418975672016,-0.9862708405888225,-0.7306899166549841,-0.12275348582631884,0.7539558785397856
0.601904135332551,-0.2933399079583608,0.4577687937868999,-0.9685824668940899,-0.7791985089607031,-0.13170147022193676,0.7784159443540923
0.6320138893494653,-0.26041325838535867,0.4269437211264728,-0.9426400205116473,-0.8246254629827058,-0.14649030332755641,0.7907784098611775
0.663629858781328,-0.23197270501035272,0.3949694057611853,-0.9078304986039628,-0.8658328679480777,-0.1641940584202132,0.7900655751649669
0.6968273908021795,-0.20774444362123531,0.3624950338550526,-0.8599262196309555,-0.9028198800527117,-0.18392968664766274,0.7860658881109255
0.7316856017658069,-0.18671770064336835,0.33164327960688755,-0.7982265215833457,-0.935414577816998,-0.20327188592982268,0.7782174639876414
0.7682875657558271,-0.1665911924840526,0.3026905399460194,-0.7274295000672194,-0.9618849048337413,-0.2233343181599475,0.7667212556592506
0.8067205125678322,-0.14701165501949318,0.27572920769347264,-0.6513139933115474,-0.9819956226689506,-0.24247548705330318,0.7576425359019574
0.8470760355954254,-0.12810302073650912,0.2510073111060781,-0.5728123229958724,-0.9946517210228741,-0.2609943526419132,0.7560489959433183
0.8894503101155856,-0.1109971334150853,0.22798977258193126,-0.4980544751941884,-1.0,-0.2784102624273077,0.7621549892626179
0.9339443224935731,-0.0957857755797505,0.2061852202290886,-0.4302538027193121,-0.998620478185441,-0.29504103999277004,0.7832354413629138
0.980664110853622,-0.08239633924517606,0.18639565102712913,-0.36812696156554087,-0.9904049549737566,-0.3094944514268322,0.8211539302830133
1.029721017788984,-0.07071983893988018,0.16831663948446746,-0.31090694188865003,-0.9748997965579713,-0.32163774744620344,0.8679967233507561
1.0812319557135803,-0.06062579133593195,0.1513160003076223,-0.25890954199262584,-0.9534753951949173,-0.3315865796144779,0.9151259983800633
1.1353196854876515,-0.05112873764420685,0.13703954233372062,-0.21172218643329258,-0.9241378534217685,-0.33920114427132975,0.9587572939144506
1.1921131089814225,-0.04257741039177979,0.12339649071035555,-0.1700248851747557,-0.8867610847837818,-0.3461654857155305,0.9886197225641745
1.2517475762740222,-0.03428544535232492,0.11063853502927085,-0.13220913298662512,-0.8413610466006536,-0.3495472771821462,1.0
1.3143652082197737,-0.027332273087556664,0.09945563270089045,-0.09995155858276171,-0.7894107939088051,-0.3543909526828227,0.9943019125834757
1.3801152351505943,-0.0216811048001675,0.09024897962957099,-0.072639231445728,-0.7308009823123099,-0.3621286213283754,0.9721096919573249
1.4491543525217039,-0.01733614416001762,0.08335341892166113,-0.0500214460499706,-0.6672294179306915,-0.37280807820166073,0.9362461615215995
1.52164709434821,-0.013849954036148823,0.07697147186357199,-0.03189385491221441,-0.5999300792047478,-0.38504506130883925,0.8868169383747916
1.5977662253225526,-0.011871370623152903,0.07135548074134675,-0.018577127163386196,-0.5313609681117388,-0.404856569831989,0.8296004511617733
1.677693152547294,-0.010282789615824996,0.06599724844373117,-0.00791874864155965,-0.4626874280643811,-0.42288154139446243,0.7661711355009203
1.761618357864501,-0.00907308934380414,0.0602351491309183,0.0005224917358038569,-0.3953284125967686,-0.4388193396903592,0.6937068072797141
1.8497418518120463,-0.008123936997755273,0.05359654342724114,0.007772360014919732,-0.33076104034303677,-0.4505182062506607,0.6125969620747174
1.9422736502886935,-0.007402285764542533,0.04751055998718638,0.014901772884534096,-0.2697645842827171,-0.4558630498227042,0.531094305824498
2.039434275063959,-0.006892612900007317,0.0416264416986813,0.02171124494414845,-0.2128750643977708,-0.4499355003188219,0.4516335245026142
2.1414552793255637,-0.006594792823775906,0.035664877380112675,0.0278898749891078,-0.16138403311360836,-0.43681492482275275,0.37214787100312674
2.248579799516957,-0.006455985258387934,0.03041591443768479,0.034363012245749634,-0.11733546319198923,-0.4173377854444116,0.3026631859680606
2.3610631347800575,-0.00644668915511614,0.02592738874253037,0.04035174517772635,-0.08204492786680599,-0.39163982632178945,0.2523388806554893
2.4791733553841313,-0.006519895444854052,0.02174426116420615,0.04463028317088196,-0.05522006717223919,-0.3631141854383071,0.21072666839891313
2.6031919415908233,-0.006587491644677915,0.018071184331587678,0.04707095025743412,-0.035760289676412524,-0.3315527730249528,0.17513122928286978
2.7334144544778747,-0.006597850765408177,0.015412081808599298,0.04809798562708193,-0.022287479750949135,-0.2977685073165358,0.14720176133965404
2.87015124032025,-0.006629439613654274,0.01339202130158118,0.047253199428384365,-0.012937933722375628,-0.2607187943597071,0.12539392168684638
3.0137281702073273,-0.006574193026936577,0.011942496358224475,0.045731565720462664,-0.006218966435429215,-0.22297695753008814,0.10348297939377624
3.1644874166588455,-0.006424220761377875,0.011455817959419651,0.044309382616993825,-0.0013709368733994416,-0.18399456753722848,0.08609866121979158
3.3227882690903954,-0.006211206527772137,0.011607674852929396,0.043470084108721836,0.0019433415055969349,-0.14778816105426615,0.07196821142786751
3.489007990071917,-0.005961040552372724,0.011510143050722054,0.04343642366109433,0.004603385815020812,-0.1166567107966611,0.06000333371879346
3.6635427144197923,-0.005577329993528314,0.01040649195658519,0.042678158657657096,0.0071060265454770686,-0.09025061103592101,0.04828924704761961
3.846808393265301,-0.005158847971708256,0.007926647177271135,0.03995667410387137,0.009186820789729294,-0.06984418305614344,0.03636450755159937
4.039241785349282,-0.004711671970218672,0.005138994087118892,0.036385263910538305,0.010866226407595362,-0.05411542178005851,0.02537288094048863
4.241301497905525,-0.004249226930471053,0.0024801658101845357,0.031471146836420966,0.01165244260534665,-0.04212513864187406,0.015542930925385426
4.453469079613446,-0.0037511963626060815,0.0005940107992367839,0.026107226319349242,0.011391473570568088,-0.030930139323567418,0.00827511919996593
4.676250168224856,-0.003256155106497151,-0.00014269739237880594,0.021451892071095498,0.010123273703353732,-0.021236450763524914,0.003352465865136831
4.910175695599761,-0.002784793936742096,0.0001815035940276188,0.017991800468125242,0.008908880508782224,-0.010816225093800529,0.0006127678034927358
5.155803153023121,-0.00237248099615261,0.0005319831589666109,0.0146204617907078,0.007682189698881448,-0.0008672666016643998,-0.0008227246512840316
5.41371791981798,-0.00201445781215935,0.0009099093636000056,0.012431311292855372,0.006884595557420899,0.00838720383957537,-0.0011635578483521047
5.684534658421413,-0.0017256769011435992,0.0007609222547077272,0.009611087636682513,0.00595876631803441,0.015417854279568089,-0.002271534713927965
5.968898779247942,-0.0014700683578661139,0.0002912259224725253,0.006282089804638737,0.0054059281383917294,0.02104037509935759,-0.003862815734558599
6.267487978831557,-0.001228016088519817,9.958296894369758e-05,0.0031150530262525314,0.00526357159695789,0.024562217086944338,-0.005528810442145733
6.581013854912011,-0.0009729808078818645,0.0003104954172514009,0.0018847323918972673,0.0053745262979647615,0.025628592167073912,-0.006228244211494289
6.910223602314436,-0.0007125906064093667,0.0004379044793542746,0.0018622549033806396,0.005370200637922697,0.024712105187491985,-0.006679500563552381
7.255901793663973,-0.0004704073135572255,0.000625050623537471,0.0033808799869725556,0.005902588737116908,0.02379993205111206,-0.007199139534012197
7.618872249179122,-0.0002806814712277721,0.0010097818827013022,0.00567821479516583,0.006454873584978704,0.022719351562043005,-0.007226734188306868
8.0,-0.00014082182737910011,0.0013332448355010075,0.008276779384448867,0.006443989685299472,0.02132330756401953,-0.007076298446041778
