galaxy,coef_mode_1,coef_mode_2,coef_mode_3,coef_mode_4,coef_mode_5,coef_mode_6,Rdisk_kpc,Vflat_kms,n_points,coverage_fraction,acceleration_scale,iso_beats_nfw_full,log_beats_nfw_full,central_overshoot_after_outer_nfw,inner_gap_mean_norm_after_outer_nfw,nfw_full_relative_rmse,iso_full_relative_rmse
UGC07603,0.15284120961518016,0.18376737604412238,0.19191262431130457,0.4854274777245715,0.05629250325693902,0.02819596177084007,0.53,61.6,12,0.7083333333333334,1123.0258452704538,True,False,True,-0.8835608247625956,0.2662192525712057,0.0687118636712555
UGC08286,0.19985215495442327,0.19466074394276453,0.044833334850387555,0.2299790997122806,0.5471338232881884,0.08003088316512891,1.05,82.4,17,0.8194444444444444,1361.554099798245,True,False,False,-0.1325584875068549,0.2785813923916032,0.0906951096940125
UGC08490,0.9109655504426333,0.6545648491706832,0.045669837105891314,0.47752195810663417,0.10307511773265687,0.054052406387625526,0.67,78.6,30,0.7916666666666666,1487.5359991255189,False,False,False,0.0180189475843499,0.0829280304222684,0.1968835029265779
UGC08550,1.5496780575134597,0.0032379815997078624,0.028415209014650986,0.5472909712383383,0.05785104957995409,0.23071792917510603,0.45,56.9,11,0.5694444444444444,892.6710711662611,True,False,False,-0.0002579777007357,0.1709304599097834,0.0957971457082182
UGC08699,1e-12,0.2707510987662017,0.014199765848456159,0.0357990298844426,8.322364933775201e-12,0.08253548667805587,3.09,182.4,41,1.0,7103.100867028739,False,True,False,-0.3186300855576421,1.038873081963581,0.9835198049045524
UGC08837,1e-12,0.07120624773237019,0.21056945411450015,0.6662463376174378,0.0013216218295779476,0.13759382253226782,1.72,0.0,8,0.5972222222222222,253.95498899039694,True,True,True,-1.2873810925767066,0.5330016036630879,0.1578593528510541
UGC09037,1e-12,9.999999999999998e-13,0.3240251392404063,0.22259146637424965,7.884105033778461e-09,9.999999999999998e-13,4.28,152.3,22,0.6944444444444444,741.9143365446928,True,True,True,-0.9705508056494944,0.9364093414022396,0.7796689106136094
UGC09133,8.877388432524257e-09,0.023976404462274257,6.015517412898112e-08,0.01681257456192373,0.04886973953886,0.003258603251230032,6.97,226.8,68,1.0,21246.10648262277,True,False,False,0.1272020046848944,0.9781915051412464,0.9957099700262092
UGC11455,1e-12,0.05030804764426456,3.3939861615464825e-06,0.2678894347741371,3.75581597151814e-08,0.6021844785133935,5.93,269.4,36,0.9583333333333334,1772.9802914395161,True,True,True,-0.4766698227844458,0.6480989451971971,0.4960658904826969
UGC11557,1e-12,9.999999999999998e-13,0.005242008055490779,0.3349850520674323,1e-12,9.999999999999998e-13,2.75,0.0,12,0.7777777777777778,385.1129109001011,True,True,True,-1.0449920442298832,1.035814853271365,0.9482865732666792
UGC11820,0.2863349178603323,0.7861754527152715,0.08507691084985329,1.1808565852461566e-06,0.0004491673346221027,0.12693865444841956,2.08,0.0,10,0.9722222222222222,841.8548245253443,False,True,False,0.3326460918261493,0.4193628229041022,0.8186838362626578
UGC11914,0.6968981938115569,0.4884070267162215,0.1121776668820553,1e-12,1e-12,5.184017146217285e-07,2.44,288.1,65,0.7916666666666666,10967.738400457198,True,True,False,0.4446931990958999,0.5508301769160996,0.3978650453298917
UGC12506,0.8846229197917462,0.5597121506870169,2.890211273374763e-07,0.06093852944403685,0.018739516773564554,0.0027406485426161612,7.38,234.0,31,0.9444444444444444,3864.4596278125027,False,False,False,-0.003607687732789,0.2109918982998805,0.4184156622197306
UGC12632,0.3974374930940341,0.20528108732862646,0.021627044808805895,0.12459078635254157,0.32291407473009665,0.19251673027659455,2.42,71.7,15,0.7638888888888888,633.8492970123023,True,False,True,-0.3264395644576321,0.2083345680101112,0.1081916185473185
UGC12732,0.38057107866299944,0.44110495593762983,0.0879422562899281,0.20607015810050158,0.22277145317939676,0.157720524774219,1.98,0.0,16,0.7916666666666666,740.4733758440052,False,True,False,0.0736501845556965,0.0645159322994661,0.1628014095571013
UGCA442,0.21686381432359733,0.2487417802661775,0.17592160633602946,0.3440558901784815,0.07549850082027265,0.09399733499414903,1.18,56.4,8,0.7638888888888888,550.9595498194803,True,False,True,-0.702538245839025,0.1744362186145763,0.1441997762932075
UGCA444,0.3364920094055571,0.07142030736536527,0.4290162327320565,0.0333595865747532,0.1542261507880006,0.3451002876473676,0.83,37.0,36,0.7222222222222222,420.6169321201258,False,True,False,-0.0493802957706394,0.1049221703924028,0.2118245673487737
